CASEID,SEX,EDUC,AGE,NATEDUC,NATFARE,NATROAD,NATMASS,NATHEAL,NATENVIR
58942,2,18,39,0,0,1,2,0,0
58956,2,18,50,0,0,1,2,0,0
59018,2,18,59,0,0,2,1,0,0
59034,2,18,38,0,0,2,2,0,0
59061,2,18,70,0,0,1,1,0,0
59099,2,18,41,0,0,2,2,0,0
59101,2,18,74,0,0,2,2,0,0
59117,2,18,57,0,0,1,1,0,0
59185,2,18,30,0,0,1,1,0,0
59264,2,18,71,0,0,1,1,0,0
59305,2,18,31,0,0,2,2,0,0
59326,2,18,33,0,0,1,1,0,0
59533,2,18,65,0,0,1,2,0,0
59539,2,18,37,0,0,1,2,0,0
57230,1,19,67,0,0,1,1,0,0
57472,1,19,35,0,0,1,2,0,0
57514,1,19,31,0,0,1,1,0,0
57545,1,19,43,0,0,1,2,0,0
57777,1,19,76,0,0,2,1,0,0
57868,1,19,53,0,0,1,1,0,0
57869,1,19,37,0,0,1,1,0,0
58038,1,19,77,0,0,1,8,0,0
58441,1,19,53,0,0,8,8,0,0
58886,1,19,56,0,0,1,2,0,0
59004,1,19,82,0,0,1,1,0,0
59449,1,19,49,0,0,1,2,0,0
57187,2,19,68,0,0,1,1,0,0
57304,2,19,61,0,0,1,1,0,0
57346,2,19,85,0,0,1,1,0,0
57711,2,19,40,0,0,3,1,0,0
57847,2,19,40,0,0,1,1,0,0
57885,2,19,25,0,0,2,2,0,0
57923,2,19,60,0,0,1,1,0,0
58211,2,19,47,0,0,2,1,0,0
58721,2,19,69,0,0,1,1,0,0
58824,2,19,56,0,0,1,2,0,0
58970,2,19,58,0,0,1,1,0,0
59231,2,19,72,0,0,1,1,0,0
59491,2,19,45,0,0,1,8,0,0
57126,1,20,34,0,0,2,1,0,0
57180,1,20,44,0,0,2,1,0,0
57198,1,20,61,0,0,1,2,0,0
57200,1,20,41,0,0,1,2,0,0
57203,1,20,40,0,0,1,8,0,0
57293,1,20,69,0,0,1,1,0,0
57349,1,20,38,0,0,1,1,0,0
57433,1,20,67,0,0,1,1,0,0
57467,1,20,63,0,0,2,2,0,0
57483,1,20,44,0,0,2,1,0,0
57486,1,20,55,0,0,1,3,0,0
57503,1,20,36,0,0,1,1,0,0
57515,1,20,32,0,0,1,1,0,0
57762,1,20,39,0,0,2,2,0,0
57833,1,20,40,0,0,2,2,0,0
57933,1,20,52,0,0,1,1,0,0
57953,1,20,60,0,0,1,3,0,0
58094,1,20,60,0,0,1,2,0,0
58300,1,20,53,0,0,1,1,0,0
58351,1,20,78,0,0,2,1,0,0
58384,1,20,40,0,0,2,2,0,0
58653,1,20,50,0,0,1,1,0,0
58791,1,20,34,0,0,1,8,0,0
58810,1,20,74,0,0,1,1,0,0
59197,1,20,45,0,0,2,1,0,0
59306,1,20,66,0,0,2,3,0,0
59588,1,20,82,0,0,1,1,0,0
57136,2,20,39,0,0,1,1,0,0
57197,2,20,30,0,0,1,1,0,0
57274,2,20,50,0,0,1,2,0,0
57319,2,20,55,0,0,1,1,0,0
57373,2,20,30,0,0,2,1,0,0
57411,2,20,42,0,0,2,1,0,0
57465,2,20,63,0,0,1,1,0,0
57470,2,20,60,0,0,1,1,0,0
57576,2,20,34,0,0,8,1,0,0
57593,2,20,43,0,0,1,1,0,0
57642,2,20,72,0,0,1,1,0,0
57809,2,20,48,0,0,2,2,0,0
57848,2,20,60,0,0,1,2,0,0
57981,2,20,38,0,0,2,2,0,0
58400,2,20,37,0,0,1,1,0,0
58467,2,20,64,0,0,1,8,0,0
58521,2,20,41,0,0,1,2,0,0
58765,2,20,41,0,0,1,8,0,0
59270,2,20,34,0,0,3,1,0,0
58996,2,98,66,0,0,2,2,0,0
58649,1,0,41,1,1,1,1,1,1
58007,2,0,78,1,1,2,3,1,3
58356,2,1,34,1,1,2,2,2,1
57246,2,3,56,1,1,2,1,2,1
58427,1,5,38,1,2,2,1,1,2
59067,1,5,64,1,1,1,1,1,1
57446,1,6,39,1,2,2,2,2,2
57633,1,6,55,1,1,2,2,1,1
57913,1,6,50,1,2,3,2,1,1
58127,1,6,59,1,3,2,2,1,1
57141,2,6,55,1,2,3,3,1,1
57399,2,6,36,1,2,2,1,8,1
57595,2,6,41,1,2,2,2,1,2
57917,2,6,62,1,2,2,1,1,1
59073,2,6,78,1,3,8,8,8,1
57767,1,7,58,1,2,1,2,1,1
59265,1,7,38,1,3,1,1,1,3
57973,1,8,27,1,2,1,2,2,2
59063,1,8,73,1,3,3,3,2,2
59223,1,8,58,1,2,1,2,1,1
57155,2,8,24,1,1,3,1,1,1
57887,2,8,52,1,3,1,2,1,1
58774,2,8,38,1,8,2,1,1,2
59145,2,8,38,1,8,8,8,1,8
59180,2,8,66,1,3,3,2,1,3
59405,2,8,67,1,1,1,1,1,1
57735,1,9,40,1,1,3,3,1,1
58510,1,9,31,1,3,1,2,3,1
58565,1,9,57,1,3,3,2,1,1
58601,1,9,59,1,3,1,1,1,1
59021,1,9,56,1,3,1,3,1,3
59272,1,9,53,1,3,2,2,1,1
58912,2,9,20,1,1,2,2,1,1
59035,2,9,53,1,1,1,1,1,1
59126,2,9,70,1,2,2,2,2,2
59276,2,9,34,1,2,2,2,2,1
59402,2,9,38,1,3,3,3,1,3
57148,1,10,56,1,1,3,3,3,3
57222,1,10,54,1,3,3,3,1,1
57520,1,10,31,1,3,1,2,1,1
57526,1,10,55,1,3,3,2,2,2
57587,1,10,50,1,3,1,3,1,3
58157,1,10,67,1,3,1,2,2,2
58477,1,10,25,1,2,2,2,8,2
58671,1,10,30,1,2,2,2,1,1
58699,1,10,50,1,3,2,2,8,2
58897,1,10,60,1,2,1,2,1,1
58936,1,10,79,1,3,1,1,1,1
59365,1,10,73,1,8,1,1,2,1
59568,1,10,22,1,1,2,1,2,1
57100,2,10,69,1,3,1,2,2,2
57300,2,10,75,1,3,3,2,2,2
57380,2,10,31,1,1,1,2,2,2
57489,2,10,22,1,3,1,1,1,1
57617,2,10,43,1,2,2,1,1,1
57706,2,10,76,1,3,1,1,3,3
57773,2,10,59,1,3,1,1,1,1
58201,2,10,23,1,2,3,2,1,1
58217,2,10,33,1,1,2,2,1,2
58508,2,10,22,1,3,8,8,1,1
58550,2,10,33,1,3,1,2,2,2
58740,2,10,39,1,1,2,1,1,1
58918,2,10,49,1,1,3,1,1,1
59020,2,10,45,1,8,3,1,8,2
59079,2,10,19,1,1,1,3,1,1
59316,2,10,35,1,2,1,1,1,3
57073,1,11,56,1,3,1,1,3,3
57142,1,11,51,1,3,1,3,1,2
57161,1,11,62,1,1,1,1,1,1
57450,1,11,23,1,1,8,2,1,1
57525,1,11,23,1,3,2,8,1,1
57597,1,11,22,1,2,2,2,3,1
57725,1,11,79,1,3,1,1,1,1
57895,1,11,20,1,2,3,2,1,1
58047,1,11,85,1,2,2,2,1,1
58049,1,11,63,1,2,2,2,1,1
58075,1,11,53,1,3,2,2,2,1
58087,1,11,41,1,1,1,2,2,1
58560,1,11,41,1,3,3,8,1,1
58618,1,11,49,1,2,2,1,1,1
58761,1,11,51,1,3,1,1,1,1
58865,1,11,42,1,3,1,2,1,1
59032,1,11,44,1,2,1,2,1,1
59064,1,11,45,1,3,1,1,1,1
59183,1,11,24,1,1,3,2,1,1
57144,2,11,35,1,1,2,1,1,1
57258,2,11,78,1,1,2,1,2,2
57276,2,11,35,1,2,1,2,1,1
57325,2,11,59,1,3,1,2,1,1
57701,2,11,49,1,1,1,2,1,1
57808,2,11,79,1,3,1,2,2,2
57918,2,11,56,1,1,1,2,1,1
57942,2,11,58,1,3,2,2,1,1
58136,2,11,34,1,1,2,1,1,1
58245,2,11,20,1,3,3,3,1,2
58450,2,11,55,1,3,3,2,1,1
58506,2,11,56,1,3,1,1,1,3
58704,2,11,25,1,3,2,2,1,1
58738,2,11,48,1,3,2,2,1,1
59059,2,11,79,1,2,2,3,8,3
59277,2,11,56,1,3,1,2,2,3
59280,2,11,47,1,2,1,2,8,8
59312,2,11,42,1,1,1,2,1,1
59341,2,11,37,1,3,2,2,1,1
59362,2,11,53,1,3,1,1,1,3
59458,2,11,56,1,3,1,2,3,1
59501,2,11,70,1,2,2,2,2,2
59517,2,11,37,1,2,1,2,1,1
59567,2,11,54,1,2,2,2,1,8
57096,1,12,53,1,2,2,1,3,2
57140,1,12,43,1,1,1,1,8,8
57150,1,12,25,1,2,2,2,1,1
57173,1,12,26,1,3,2,2,1,2
57175,1,12,28,1,3,1,2,3,8
57219,1,12,46,1,3,1,1,2,3
57245,1,12,46,1,1,1,2,1,1
57282,1,12,29,1,1,2,2,1,1
57292,1,12,59,1,2,1,1,2,1
57302,1,12,19,1,2,2,2,1,2
57363,1,12,26,1,1,1,3,1,1
57377,1,12,25,1,1,1,1,1,1
57381,1,12,33,1,1,2,2,1,2
57409,1,12,36,1,3,2,1,1,1
57415,1,12,65,1,1,2,1,1,1
57423,1,12,40,1,1,1,1,1,1
57447,1,12,33,1,2,2,1,1,1
57453,1,12,55,1,2,1,1,1,1
57475,1,12,49,1,3,2,2,1,2
57558,1,12,66,1,2,1,1,1,1
57585,1,12,63,1,2,1,1,1,1
57590,1,12,60,1,2,1,2,2,2
57606,1,12,33,1,3,1,1,1,1
57620,1,12,36,1,3,1,2,1,1
57643,1,12,70,1,1,1,2,1,1
57647,1,12,47,1,1,3,3,1,1
57680,1,12,26,1,3,2,2,1,1
57715,1,12,51,1,3,1,1,1,1
57745,1,12,57,1,3,1,1,1,1
57746,1,12,60,1,1,2,2,1,1
57828,1,12,75,1,2,1,2,1,1
57872,1,12,64,1,1,1,1,2,1
57874,1,12,63,1,2,1,1,1,3
57880,1,12,25,1,2,3,2,1,1
57893,1,12,25,1,3,1,1,2,1
57911,1,12,52,1,2,1,2,1,1
57955,1,12,52,1,3,2,2,1,2
57966,1,12,34,1,3,1,1,2,2
57971,1,12,24,1,2,2,1,2,1
57993,1,12,56,1,3,1,2,2,2
58002,1,12,24,1,1,2,2,1,1
58016,1,12,43,1,3,1,2,3,2
58067,1,12,58,1,1,3,2,1,1
58068,1,12,56,1,3,1,2,1,1
58074,1,12,25,1,2,2,1,2,1
58086,1,12,73,1,3,2,2,2,2
58147,1,12,21,1,2,2,2,1,1
58158,1,12,19,1,2,2,1,1,2
58197,1,12,80,1,8,1,2,1,1
58222,1,12,47,1,1,2,1,1,1
58235,1,12,76,1,3,1,1,1,2
58287,1,12,32,1,1,2,2,1,1
58288,1,12,36,1,1,2,2,1,2
58310,1,12,45,1,1,2,2,1,1
58316,1,12,50,1,2,1,3,2,2
58319,1,12,61,1,1,1,1,1,1
58338,1,12,25,1,1,2,2,1,1
58355,1,12,75,1,3,1,2,2,2
58426,1,12,49,1,2,1,2,1,1
58445,1,12,57,1,3,1,1,2,1
58458,1,12,27,1,3,1,2,1,2
58503,1,12,20,1,2,2,2,2,1
58518,1,12,39,1,3,1,3,2,2
58551,1,12,51,1,3,1,2,1,2
58578,1,12,21,1,2,2,2,1,1
58622,1,12,39,1,1,1,3,1,1
58624,1,12,86,1,8,8,2,3,8
58639,1,12,19,1,3,3,3,1,2
58676,1,12,56,1,2,1,2,1,1
58678,1,12,50,1,3,1,1,1,1
58696,1,12,54,1,3,2,2,2,3
58705,1,12,58,1,3,1,1,1,1
58753,1,12,56,1,3,1,1,1,1
58756,1,12,53,1,2,1,1,1,2
58780,1,12,47,1,2,2,2,1,2
58804,1,12,54,1,3,1,2,1,3
58898,1,12,37,1,1,1,2,1,2
58905,1,12,39,1,3,2,2,1,1
58969,1,12,30,1,1,3,2,1,3
58982,1,12,64,1,3,2,8,1,1
58987,1,12,75,1,1,1,1,1,1
58999,1,12,56,1,3,1,2,1,1
59000,1,12,56,1,2,2,2,1,1
59013,1,12,68,1,3,1,1,3,2
59027,1,12,56,1,2,2,2,1,1
59028,1,12,58,1,3,1,2,2,2
59042,1,12,59,1,2,2,2,2,2
59080,1,12,39,1,2,2,2,1,1
59159,1,12,43,1,3,2,3,1,1
59228,1,12,74,1,3,1,2,2,3
59256,1,12,21,1,3,3,3,1,1
59258,1,12,71,1,2,1,2,1,2
59271,1,12,60,1,3,1,2,1,1
59282,1,12,33,1,3,1,3,1,2
59298,1,12,58,1,1,1,1,1,1
59318,1,12,43,1,3,1,2,1,1
59319,1,12,25,1,3,1,1,2,1
59337,1,12,30,1,3,2,2,1,2
59343,1,12,51,1,3,1,2,3,1
59374,1,12,33,1,3,1,1,3,2
59406,1,12,65,1,2,1,1,1,1
59426,1,12,48,1,3,1,3,1,3
59456,1,12,20,1,3,3,1,1,3
59483,1,12,39,1,3,1,3,2,2
59528,1,12,64,1,2,1,1,1,2
59537,1,12,64,1,2,2,2,1,2
59561,1,12,53,1,3,1,1,2,3
59571,1,12,46,1,2,1,2,1,1
57097,2,12,37,1,2,2,2,2,1
57107,2,12,43,1,2,2,2,1,1
57239,2,12,20,1,2,2,2,1,1
57244,2,12,26,1,3,3,1,1,2
57253,2,12,35,1,2,2,2,1,1
57310,2,12,41,1,2,2,2,2,1
57327,2,12,58,1,2,2,2,2,2
57348,2,12,26,1,3,1,1,1,1
57353,2,12,57,1,3,2,2,1,1
57354,2,12,87,1,2,1,1,1,2
57390,2,12,19,1,1,2,2,1,2
57391,2,12,39,1,2,1,2,2,1
57408,2,12,69,1,2,1,2,3,3
57419,2,12,35,1,8,2,1,1,1
57422,2,12,57,1,3,1,1,3,1
57445,2,12,33,1,1,2,2,2,2
57492,2,12,42,1,2,1,1,2,2
57517,2,12,29,1,2,2,1,1,1
57527,2,12,74,1,2,2,1,1,1
57627,2,12,77,1,2,2,1,2,2
57634,2,12,55,1,3,3,3,1,1
57657,2,12,18,1,3,2,1,3,2
57668,2,12,81,1,1,1,1,1,2
57687,2,12,70,1,3,2,2,1,2
57710,2,12,46,1,2,1,2,2,1
57779,2,12,27,1,2,1,1,1,2
57798,2,12,62,1,1,1,2,1,1
57799,2,12,26,1,3,1,2,1,1
57801,2,12,64,1,2,1,1,1,1
57804,2,12,28,1,1,3,3,1,1
57864,2,12,58,1,2,1,2,1,2
57866,2,12,57,1,2,1,3,1,1
57881,2,12,55,1,2,1,1,1,1
57934,2,12,41,1,3,2,3,2,2
57951,2,12,60,1,1,3,2,3,1
57965,2,12,34,1,2,1,1,1,1
58022,2,12,29,1,3,2,2,3,1
58071,2,12,66,1,3,2,2,2,2
58073,2,12,29,1,2,2,1,1,1
58081,2,12,40,1,1,3,2,1,3
58084,2,12,50,1,1,1,1,2,2
58100,2,12,58,1,2,1,1,3,3
58103,2,12,66,1,2,2,2,8,1
58130,2,12,47,1,1,3,3,1,1
58231,2,12,53,1,1,3,3,1,1
58240,2,12,49,1,3,1,2,8,2
58252,2,12,67,1,3,1,8,1,1
58259,2,12,55,1,3,1,8,8,8
58266,2,12,41,1,1,2,2,1,1
58269,2,12,43,1,3,2,1,1,1
58285,2,12,36,1,2,2,2,1,2
58306,2,12,43,1,2,1,1,2,1
58308,2,12,50,1,3,2,2,1,1
58325,2,12,53,1,2,2,2,1,2
58341,2,12,21,1,1,3,3,1,1
58344,2,12,66,1,3,2,1,1,2
58345,2,12,37,1,3,2,2,1,1
58405,2,12,41,1,3,2,2,1,1
58418,2,12,33,1,3,2,2,2,2
58484,2,12,28,1,8,8,2,8,8
58497,2,12,35,1,3,1,1,1,1
58511,2,12,70,1,2,1,1,1,2
58526,2,12,51,1,3,1,1,1,1
58536,2,12,19,1,2,2,2,1,1
58542,2,12,43,1,3,1,2,1,1
58568,2,12,52,1,1,1,2,1,1
58579,2,12,83,1,1,2,8,1,3
58603,2,12,64,1,1,1,2,1,1
58608,2,12,46,1,3,1,1,1,1
58625,2,12,77,1,1,1,1,1,1
58626,2,12,49,1,3,2,2,1,2
58627,2,12,67,1,3,2,3,2,3
58629,2,12,60,1,3,2,2,1,2
58641,2,12,57,1,3,1,1,8,1
58645,2,12,52,1,3,1,2,2,1
58655,2,12,78,1,3,1,2,2,1
58663,2,12,59,1,3,1,2,1,1
58707,2,12,41,1,3,2,1,1,1
58728,2,12,79,1,1,1,2,1,2
58745,2,12,47,1,1,1,1,1,1
58766,2,12,20,1,2,2,1,1,1
58781,2,12,22,1,1,2,8,1,3
58806,2,12,76,1,2,1,1,1,2
58817,2,12,58,1,2,1,3,1,1
58840,2,12,78,1,3,1,2,1,1
58867,2,12,35,1,2,2,2,1,1
58880,2,12,33,1,3,2,2,1,1
58937,2,12,41,1,3,1,2,1,1
58959,2,12,80,1,1,1,1,1,1
58960,2,12,51,1,3,2,8,1,2
58966,2,12,58,1,3,1,1,1,1
58967,2,12,82,1,3,1,2,3,2
58972,2,12,80,1,1,1,1,1,1
58989,2,12,44,1,3,2,2,1,1
59029,2,12,38,1,1,2,2,2,1
59088,2,12,30,1,2,2,3,1,1
59089,2,12,59,1,3,3,2,1,3
59164,2,12,70,1,3,3,2,1,1
59217,2,12,29,1,3,1,2,3,2
59229,2,12,68,1,3,3,8,1,2
59315,2,12,55,1,2,1,3,3,1
59336,2,12,50,1,1,1,2,3,2
59361,2,12,70,1,3,1,2,1,1
59367,2,12,32,1,3,1,8,1,1
59380,2,12,43,1,3,1,2,3,2
59384,2,12,25,1,3,1,3,1,2
59407,2,12,85,1,2,1,8,2,1
59409,2,12,19,1,3,2,2,1,1
59411,2,12,74,1,3,1,2,1,2
59441,2,12,26,1,2,2,2,1,2
59445,2,12,27,1,3,1,2,1,2
59474,2,12,51,1,3,1,8,1,1
59479,2,12,27,1,3,3,2,1,1
59505,2,12,56,1,3,1,2,1,2
59507,2,12,34,1,1,2,2,1,2
59512,2,12,52,1,3,1,2,1,2
59521,2,12,66,1,3,2,3,1,2
59534,2,12,71,1,3,1,1,2,2
59542,2,12,48,1,2,1,8,1,1
59555,2,12,56,1,2,1,2,3,2
59562,2,12,79,1,3,1,2,2,2
59583,2,12,49,1,3,1,2,1,2
57192,1,13,47,1,3,2,2,1,2
57215,1,13,23,1,1,2,1,2,1
57481,1,13,32,1,2,3,2,1,1
57579,1,13,32,1,2,3,1,1,1
57783,1,13,32,1,2,2,2,1,1
57856,1,13,63,1,1,1,1,1,1
57997,1,13,63,1,3,1,2,1,1
58054,1,13,42,1,1,1,2,1,1
58202,1,13,71,1,3,1,2,2,1
58256,1,13,66,1,2,1,1,1,1
58616,1,13,52,1,3,2,1,1,1
58746,1,13,21,1,3,2,2,1,1
58767,1,13,59,1,3,2,2,1,1
58844,1,13,51,1,3,1,2,1,1
58873,1,13,88,1,1,1,1,1,1
58925,1,13,89,1,1,1,1,1,1
59007,1,13,23,1,3,3,3,3,1
59043,1,13,54,1,2,1,2,1,1
59057,1,13,33,1,8,2,8,1,1
59076,1,13,18,1,2,2,1,2,1
59174,1,13,37,1,2,2,2,2,2
59187,1,13,57,1,1,2,2,2,1
59252,1,13,53,1,2,1,1,1,2
59330,1,13,56,1,3,1,1,2,2
59373,1,13,22,1,3,2,1,3,1
59397,1,13,31,1,3,2,8,3,1
59401,1,13,38,1,1,2,1,1,1
59457,1,13,35,1,3,1,2,1,2
57162,2,13,43,1,2,3,3,2,2
57256,2,13,36,1,1,1,1,1,1
57305,2,13,45,1,3,3,2,2,2
57321,2,13,31,1,3,2,2,3,1
57322,2,13,30,1,3,1,2,1,2
57328,2,13,40,1,1,1,1,1,1
57575,2,13,34,1,2,1,2,1,1
57646,2,13,70,1,3,1,1,1,3
57737,2,13,32,1,2,1,2,1,1
57862,2,13,51,1,3,2,1,1,1
57945,2,13,53,1,3,1,1,1,2
57963,2,13,26,1,2,2,2,1,1
57972,2,13,65,1,3,3,3,3,3
58057,2,13,84,1,3,1,1,1,2
58063,2,13,23,1,2,3,2,1,2
58102,2,13,57,1,3,1,2,1,1
58142,2,13,35,1,2,2,2,2,2
58167,2,13,66,1,3,1,2,1,1
58170,2,13,33,1,2,2,2,1,1
58186,2,13,19,1,1,3,1,3,1
58206,2,13,49,1,3,1,3,1,1
58215,2,13,34,1,2,1,1,2,2
58261,2,13,39,1,1,1,2,1,1
58343,2,13,51,1,3,3,1,3,1
58449,2,13,56,1,2,2,2,1,1
58567,2,13,46,1,2,2,2,1,1
58570,2,13,27,1,3,2,2,1,1
58586,2,13,20,1,3,3,3,1,2
58687,2,13,46,1,1,3,8,1,1
58693,2,13,56,1,3,2,2,2,1
58702,2,13,46,1,3,3,2,1,1
58709,2,13,32,1,1,3,2,8,1
58727,2,13,53,1,1,8,1,1,2
58759,2,13,47,1,3,1,2,3,1
58884,2,13,64,1,3,1,2,2,2
59036,2,13,28,1,2,3,2,1,1
59196,2,13,64,1,2,1,1,1,1
59274,2,13,25,1,2,2,2,2,2
59304,2,13,42,1,1,1,1,1,1
59347,2,13,58,1,2,2,2,1,2
59515,2,13,26,1,1,1,2,2,3
59545,2,13,56,1,3,1,2,1,1
57085,1,14,38,1,1,3,1,1,1
57105,1,14,26,1,1,8,3,1,1
57132,1,14,51,1,1,3,2,1,1
57218,1,14,48,1,2,1,1,1,2
57320,1,14,43,1,1,3,3,1,1
57351,1,14,20,1,3,1,2,3,1
57584,1,14,50,1,2,2,2,1,1
57635,1,14,54,1,3,1,2,1,2
57649,1,14,33,1,1,3,2,2,1
57766,1,14,48,1,3,1,3,1,3
57818,1,14,78,1,1,8,1,2,2
57979,1,14,38,1,2,2,1,1,1
58011,1,14,41,1,8,1,2,2,1
58091,1,14,55,1,1,2,2,1,1
58107,1,14,63,1,3,1,1,1,2
58175,1,14,41,1,2,2,1,2,1
58187,1,14,47,1,2,1,3,2,3
58205,1,14,38,1,2,1,2,1,1
58223,1,14,52,1,2,1,1,1,1
58226,1,14,20,1,1,2,2,1,1
58236,1,14,30,1,3,3,2,1,1
58286,1,14,43,1,1,2,8,1,1
58375,1,14,50,1,2,2,2,2,1
58382,1,14,62,1,3,1,1,2,2
58401,1,14,54,1,2,1,1,2,1
58402,1,14,29,1,2,1,1,1,1
58520,1,14,28,1,1,2,1,1,1
58584,1,14,26,1,1,2,2,1,1
58609,1,14,57,1,3,1,1,1,1
58680,1,14,25,1,3,2,1,2,2
58803,1,14,63,1,3,1,1,3,2
58818,1,14,41,1,2,1,1,3,1
58822,1,14,52,1,3,1,1,3,1
58847,1,14,51,1,3,2,1,3,2
58851,1,14,67,1,3,3,2,2,3
58868,1,14,40,1,2,1,2,1,1
58955,1,14,32,1,2,2,1,1,1
59012,1,14,33,1,3,1,2,1,1
59056,1,14,79,1,3,1,1,1,1
59069,1,14,53,1,2,1,1,2,2
59100,1,14,53,1,2,2,1,1,1
59102,1,14,78,1,3,1,3,3,1
59104,1,14,60,1,2,1,1,1,1
59107,1,14,21,1,2,2,2,1,1
59111,1,14,32,1,3,2,2,2,2
59146,1,14,61,1,3,8,1,1,1
59179,1,14,33,1,2,2,1,1,1
59251,1,14,70,1,2,3,2,1,1
59279,1,14,30,1,1,2,1,1,1
59299,1,14,47,1,3,1,1,1,1
59324,1,14,49,1,3,1,1,3,3
59453,1,14,49,1,3,1,2,1,1
59536,1,14,53,1,2,1,2,1,1
59581,1,14,30,1,3,1,2,1,1
57082,2,14,30,1,1,1,2,1,3
57151,2,14,48,1,8,2,2,1,1
57221,2,14,86,1,2,2,2,1,2
57223,2,14,45,1,1,2,1,1,1
57260,2,14,20,1,3,2,2,2,1
57283,2,14,61,1,3,3,2,1,2
57341,2,14,50,1,1,1,3,1,1
57454,2,14,22,1,3,1,2,1,1
57464,2,14,52,1,3,1,1,1,1
57534,2,14,28,1,1,1,2,1,2
57557,2,14,21,1,1,2,2,2,1
57578,2,14,68,1,2,2,2,1,2
57586,2,14,45,1,3,2,2,1,2
57632,2,14,65,1,3,1,1,1,2
57691,2,14,62,1,3,2,2,3,1
57692,2,14,21,1,3,1,1,1,1
57717,2,14,79,1,2,2,1,1,2
57718,2,14,31,1,2,3,2,1,1
57765,2,14,40,1,1,3,3,1,1
57812,2,14,43,1,2,2,1,3,2
57845,2,14,30,1,3,2,2,3,2
57876,2,14,30,1,3,1,1,1,1
57901,2,14,44,1,3,2,1,1,1
57907,2,14,39,1,3,2,1,1,3
57943,2,14,23,1,3,3,1,1,1
58001,2,14,22,1,8,2,1,2,1
58017,2,14,59,1,1,2,2,3,1
58041,2,14,56,1,1,1,1,1,1
58076,2,14,59,1,2,2,1,1,1
58079,2,14,51,1,3,2,2,2,1
58114,2,14,47,1,1,2,1,1,1
58129,2,14,59,1,3,3,1,1,1
58148,2,14,59,1,3,3,3,1,1
58196,2,14,43,1,3,1,2,1,1
58234,2,14,30,1,3,2,1,1,1
58317,2,14,50,1,3,8,8,8,8
58378,2,14,35,1,3,2,2,1,2
58403,2,14,43,1,2,8,8,1,1
58473,2,14,60,1,2,2,1,1,1
58559,2,14,60,1,3,2,1,3,1
58623,2,14,58,1,3,1,3,2,2
